observed	predict
GCF_000878185.1_ASM87818v1	rod	coccus
GCF_003206155.1_ASM320615v1	rod	rod
GCF_000375545.1_ASM37554v1	rod	rod
GCF_003254705.1_ASM325470v1	rod	rod
GCF_019670125.1_ASM1967012v1	rod	rod
GCF_002886045.1_ASM288604v1	rod	rod
GCF_900172355.1_R.antarcticus_CECT7023_Spades_Prokka	rod	rod
GCF_010669125.1_ASM1066912v1	rod	rod
GCF_001420315.1_ASM142031v1	rod	rod
GCF_002019645.1_ASM201964v1	rod	rod
GCF_003945235.1_ASM394523v1	rod	rod
GCF_002205675.1_ASM220567v1	rod	rod
GCF_001307765.1_ASM130776v1	rod	rod
GCF_003814815.1_ASM381481v1	rod	rod
GCF_003570705.1_ASM357070v1	rod	rod
GCF_003633725.1_ASM363372v1	rod	rod
GCF_002894315.1_ASM289431v1	rod	rod
GCF_000785045.1_ASM78504v1	rod	rod
GCF_000236705.1_ASM23670v1	rod	rod
GCF_003096835.1_ASM309683v1	rod	rod
GCF_009749385.1_ASM974938v1	rod	rod
GCF_014137865.1_ASM1413786v1	rod	rod
GCF_002982075.1_ASM298207v1	rod	rod
GCF_000382125.1_ASM38212v1	rod	rod
GCF_000826835.1_ASM82683v1	rod	rod
GCF_013385175.1_ASM1338517v1	rod	rod
GCF_000021545.1_ASM2154v1	rod	rod
GCF_002886185.1_ASM288618v1	rod	rod
GCF_009711055.1_ASM971105v1	rod	rod
GCF_000023845.1_ASM2384v1	rod	rod
GCF_002252565.1_ASM225256v1	rod	rod
GCF_002798305.1_ASM279830v1	rod	rod
GCF_015549505.1_ASM1554950v1	rod	rod
GCF_001592105.1_ASM159210v1	rod	rod
GCF_001405655.1_13414_6_74	rod	rod
GCF_014635245.1_ASM1463524v1	rod	rod
GCF_001642835.1_ASM164283v1	rod	rod
GCF_001543325.1_ASM154332v1	rod	rod
GCF_003992615.1_ASM399261v1	rod	rod
GCF_003340475.1_ASM334047v1	rod	rod
GCF_002088975.1_ASM208897v1	rod	rod
GCF_000330725.2_ASM33072v2	rod	rod
GCF_003347595.2_ASM334759v2	rod	rod
GCF_000429485.1_ASM42948v1	rod	rod
GCF_000298295.1_ASM29829v1	rod	rod
GCF_000015285.1_ASM1528v1	rod	rod
GCF_016743775.1_ASM1674377v1	rod	rod
GCF_000016725.1_ASM1672v1	rod	rod
GCF_003052265.1_ASM305226v1	rod	rod
GCF_009827335.1_ASM982733v1	rod	rod
GCF_001418035.1_ASM141803v1	rod	rod
GCF_003024655.1_ASM302465v1	rod	rod
GCF_008086175.1_ASM808617v1	rod	rod
GCF_009720825.1_ASM972082v1	rod	rod
GCF_016907655.1_ASM1690765v1	rod	rod
GCF_000807275.1_ASM80727v1	rod	rod
GCF_008124875.1_ASM812487v1	rod	rod
GCF_001612685.1_ASM161268v1	rod	coccus
GCF_000429045.1_ASM42904v1	rod	rod
GCF_004118155.1_ASM411815v1	rod	rod
GCF_002807055.1_ASM280705v1	rod	rod
GCF_001747085.1_ASM174708v1	rod	rod
GCF_000807895.1_ASM80789v1	rod	rod
GCF_007988865.1_ASM798886v1	rod	coccus
GCF_000423525.1_ASM42352v1	rod	rod
GCF_001039445.1_ASM103944v1	rod	rod
GCF_001742305.1_ASM174230v1	rod	rod
GCF_016908145.1_ASM1690814v1	rod	rod
GCF_001614315.2_ASM161431v2	rod	rod
GCF_003752405.1_ASM375240v1	rod	rod
GCF_000423105.1_ASM42310v1	rod	rod
GCF_000711875.1_ASM71187v1	rod	rod
GCF_000374525.1_ASM37452v1	rod	rod
GCF_009688945.1_ASM968894v1	rod	rod
GCF_000473205.1_ASM47320v1	rod	rod
GCF_009735585.1_ASM973558v1	rod	rod
GCF_001564455.1_ASM156445v1	rod	rod
GCF_013000925.1_ASM1300092v1	rod	rod
GCF_001747405.1_ASM174740v1	rod	rod
GCF_000185805.1_ASM18580v1	rod	rod
GCF_000175595.1_ASM17559v1	rod	rod
GCF_001436755.1_ASM143675v1	rod	rod
GCF_000152985.1_ASM15298v1	rod	rod
GCF_005405385.1_ASM540538v1	rod	rod
GCF_009299835.1_ASM929983v1	rod	rod
GCF_003730245.1_ASM373024v1	rod	rod
GCF_004322855.1_ASM432285v1	rod	rod
GCF_003353425.1_ASM335342v1	rod	rod
GCF_014635905.1_ASM1463590v1	rod	rod
GCF_000204315.1_ASM20431v1	rod	rod
GCF_000341185.1_SOAPdenovo_v1.06	rod	rod
GCF_010078385.1_ASM1007838v1	rod	rod
GCF_008362905.1_ASM836290v1	rod	rod
GCF_002095545.1_ASM209554v1	rod	rod
GCF_000421845.1_ASM42184v1	rod	rod
GCF_004117075.1_ASM411707v1	rod	rod
GCF_009828105.1_ASM982810v1	rod	rod
GCF_001306415.1_ASM130641v1	rod	rod
GCF_003605405.2_ASM360540v2	rod	rod
GCF_000964255.1_ASM96425v1	rod	rod
GCF_008040105.1_ASM804010v1	rod	rod
GCF_000600335.2_Rumeso	rod	rod
GCF_016135805.1_ASM1613580v1	rod	rod
GCF_001879695.1_ASM187969v1	rod	rod
GCF_014396165.1_ASM1439616v1	rod	coccus
GCF_004137685.1_ASM413768v1	rod	rod
GCF_000348725.1_ASM34872v1	rod	rod
GCF_000714435.1_Exiguobacterium_alkaliphilum	rod	rod
GCF_001551835.1_ASM155183v1	rod	rod
GCF_007992115.1_ASM799211v1	rod	rod
GCF_000423665.1_ASM42366v1	rod	rod
GCF_004367585.1_ASM436758v1	rod	rod
GCF_000152725.1_ASM15272v1	rod	rod
GCF_019748715.1_ASM1974871v1	rod	rod
GCF_000237085.1_ASM23708v1	rod	rod
GCF_004167635.1_ASM416763v1	rod	rod
GCF_002077985.1_ASM207798v1	rod	rod
GCF_000227705.2_ASM22770v3	rod	rod
GCF_002245695.1_ASM224569v1	rod	rod
GCF_000430705.1_ASM43070v1	rod	rod
GCF_002157875.1_ASM215787v1	rod	rod
GCF_000021725.1_ASM2172v1	rod	rod
GCF_003131205.1_ASM313120v1	rod	rod
GCF_002091475.1_ASM209147v1	rod	rod
GCF_000827125.1_ASM82712v1	rod	rod
GCF_000430885.1_ASM43088v1	rod	rod
GCF_000425645.1_ASM42564v1	rod	rod
GCF_000969445.1_ASM96944v1	rod	rod
GCF_000590925.1_ASM59092v1	rod	rod
GCF_003600645.1_ASM360064v1	rod	rod
GCF_003121985.1_ASM312198v1	rod	rod
GCF_003148625.1_ASM314862v1	rod	rod
GCF_002096055.1_ASM209605v1	rod	rod
GCF_002968635.1_ASM296863v1	rod	rod
GCF_001562195.1_ASM156219v1	rod	rod
GCF_000429865.1_ASM42986v1	rod	rod
GCF_014652315.1_ASM1465231v1	rod	rod
GCF_002237365.1_ASM223736v1	rod	rod
GCF_000376945.1_ASM37694v1	rod	rod
GCF_004793635.1_ASM479363v1	rod	rod
GCF_001587535.1_B4135	rod	rod
GCF_017876315.1_ASM1787631v1	rod	rod
GCF_016028735.1_ASM1602873v1	rod	rod
GCF_014174395.1_ASM1417439v1	rod	rod
GCF_007923445.1_ASM792344v1	rod	rod
GCF_001517915.1_ASM151791v1	rod	rod
GCF_000420325.1_ASM42032v1	rod	rod
GCF_000169155.1_ASM16915v1	rod	rod
GCF_002355275.1_ASM235527v1	rod	rod
GCF_003640665.1_ASM364066v1	rod	rod
GCF_007997285.1_ASM799728v1	rod	rod
GCF_014138625.1_ASM1413862v1	rod	rod
GCF_004358185.1_ASM435818v1	rod	rod
GCF_002093665.1_ASM209366v1	rod	rod
GCF_001517405.1_EM595	rod	rod
GCF_001891165.1_ASM189116v1	rod	rod
GCF_000935165.2_ASM93516v2	rod	rod
GCF_001368835.1_Thalassobacillus_massiliensis	rod	rod
GCF_002798015.1_ASM279801v1	rod	rod
GCF_009602465.1_ASM960246v1	rod	rod
GCF_003201815.1_ASM320181v1	rod	rod
GCF_000183135.1_ASM18313v1	rod	rod
GCF_003950295.1_ASM395029v1	rod	rod
GCF_000620145.1_ASM62014v1	rod	rod
GCF_001311885.1_ASM131188v1	rod	rod
GCF_014145145.1_ASM1414514v1	rod	rod
GCF_006704205.1_ASM670420v1	rod	rod
GCF_000765135.1_ASM76513v1	rod	rod
GCF_900184945.1_M.aquimaris_CECT8898_Spades_Prokka	rod	rod
GCF_000684975.1_ASM68497v1	rod	rod
GCF_014077645.1_ASM1407764v1	rod	rod
GCF_003576475.1_ASM357647v1	rod	rod
GCF_000423645.1_ASM42364v1	rod	rod
GCF_001651805.1_ASM165180v1	rod	rod
GCF_000346615.1_NafTru1.0	rod	rod
GCF_015559395.1_ASM1555939v1	rod	rod
GCF_016907695.1_ASM1690769v1	rod	rod
GCF_000744815.1_ASM74481v1	rod	rod
GCF_000426685.1_ASM42668v1	rod	rod
GCF_000423125.1_ASM42312v1	rod	rod
GCF_000695545.1_SnoalvwkB29v1.0	rod	rod
GCF_008274805.1_ASM827480v1	rod	rod
GCF_014201585.1_ASM1420158v1	rod	rod
GCF_014202645.1_ASM1420264v1	rod	coccus
GCF_009936215.1_ASM993621v1	rod	rod
GCF_001945605.1_ASM194560v1	rod	rod
GCF_001687335.1_ASM168733v1	rod	rod
GCF_004359375.1_ASM435937v1	rod	rod
GCF_014652235.1_ASM1465223v1	rod	rod
GCF_002727065.1_ASM272706v1	rod	rod
GCF_003332885.2_ASM333288v2	rod	rod
GCF_002976435.1_ASM297643v1	rod	rod
GCF_001270745.1_ASM127074v1	rod	rod
GCF_001855385.1_ASM185538v1	rod	rod
GCF_003457605.1_ASM345760v1	rod	rod
GCF_014641695.1_ASM1464169v1	rod	rod
GCF_000023065.1_ASM2306v1	rod	rod
GCF_003012935.1_ASM301293v1	rod	rod
