Orthogroup	Actinidia_chinensis	Aegilops_tauschii	Arabidopsis_thaliana	Brachypodium_distachyon	Brassica_napus	Brassica_oleracea	Brassica_rapa	Cajanus_cajan	Capsella_rubella	Capsicum_annuum	Chenopodium_quinoa	Cicer_arietinum	Citrullus_lanatus	Citrus_trifoliata	Cocos_nucifera	Cucumis_sativus	Cucurbita_moschata	Daucus_carota	Elaeis_guineensis	Eucalyptus_grandis	Eustoma_grandiflorum	Fagopyrum_esculentum	Fragaria_vesca	Glycine_soja	Helianthus_annuus	Hordeum_vulgare	Lactuca_sativa	Linum_usitatissimum	Lotus_japonicus	Manihot_esculenta	Marchantia_paleacea	Medicago_truncatula	Musa_acuminata	Musa_balbisiana	Nicotiana_benthamiana	Oryza_sativa	Panax_ginseng	Phaseolus_vulgaris	Phoenix_dactylifera	Poncirus_trifoliata	Populus_trichocarpa	Ricinus_communis	Sesamum_indicum	Setaria_italica	Solanum_lycopersicum	Solanum_pennellii	Solanum_tuberosum	Sorghum_bicolor	Trifolium_pratense	Triticum_aestivum	Triticum_turgidum	Triticum_urartu	Vigna_radiata	Vitis_vinifera	Zea_mays	Adiantum_capillusveneris	Alsophila_spinulosa	Amaranthus_hybridus	Amborella_trichopoda	Ananas_comosus	Apostasia_shenzhenica	Arabidopsis_halleri	Arabidopsis_lyrata	Arachis_hypogaea	Azolla_filiculoides	Boechera_stricta	Brassica_cretica	Brassica_juncea	Brassica_rapa_FPsc	Camelina_sativa_Acsn226	Camelina_sativa_Ames1043	Camelina_sativa_Borowska	Camelina_sativa_CAM116	Camelina_sativa_CAM70	Camelina_sativa_CN113611	Camelina_sativa_Giessen4	Camelina_sativa_Joelle	Camelina_sativa_Licalla	Camelina_sativa_Lindo	Camelina_sativa_Prytzh	Camelina_sativa_Svalof	Capsella_grandiflora	Cardamine_enshiensis	Carica_papaya	Castanea_mollissima	Cephalotus_follicularis	Ceratodon_purpureus	Ceratopteris_richardii	Chara_braunii	Chlamydomonas_reinhardii	Citrus_sinensis	Crambe_hispanica	Cucumis_melo	Dendrobium_catenatum	Descurainia_sophioides	Diptychocarpus_strictus	Ectocarpus_siliculosus	Eruca_vesicaria	Euclidium_syriacum	Eutrema_salsugineum	Ginkgo_biloba	Glycine_max	Gossypium_raimondii	Iberis_amara	Isatis_tinctoria	Klebsormidium_nitens	Lens_culinaris	Lens_ervoides	Lobularia_maritima	Lunaria_annua	Lupinus_angustifolius	Malcolmia_maritima	Malus_domestica	Marchantia_polymorpha	Marsilea_vestita	Megacarpaea_delavayi	Megadenia_pygmaea	Metasequoia_glyptostroboides	Morus_notabilis	Nelumbo_nucifera	Orychophragmus_violaceus	Physcomitrella_patens	Prunus_persica	Rosa_chinensis	Salvinia_cucullata	Schrenkiella_parvula	Selaginella_moellendorffii	Sinapis_alba	Sphagnum_fallax	Spinacia_oleracea	Spirodela_polyrhiza	Tarenaya_hassleriana	Thlaspi_arvense	Thlaspi_arvense_var_AK34W	Thlaspi_arvense_var_Ames_32873	Thlaspi_arvense_var_LorettoMN	Thlaspi_arvense_var_MN106	Thlaspi_arvense_var_MN134	Thlaspi_arvense_var_PI650286	Vicia_faba	Zostera_marina
OG0009759	2	1	0	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	2	1	1	1	1	3	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	3	1	2	1	1	1	1	1	1	2	1	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	2	1	2	1	1	2	1	1	0	1	1	1	1	1	1	1	0	2	3	1	6	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	3	1	2	0	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	6
OG0009760	2	1	0	1	0	0	0	1	0	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	3	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	3	2	3	1	1	2	2	2	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	2	1	0	0	1	1	1	0	0	1	0	2	1	1	0	0	1	1	1	0	1	2	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1
OG0009761	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	3	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	3	1	1	1	1	3	3	2	1	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	1	4	3	0	1	1	1	1	1	1	0	1	1	1	1	2	1	2	4	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	3	1	2	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1
OG0009762	2	0	1	0	3	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	0	1	1	3	1	0	1	3	1	2	3	1	3	1	2	0	4	2	2	1	2	1	1	0	1	1	1	0	1	0	0	0	2	1	0	6	6	1	1	1	1	1	1	0	1	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	0	1	12	2	0	0	1	1	1	1	1	1	0	2	1	0	6	3	2	1	4	0	1	1	1	1	0	1	2	8	1	1	1	13	1	2	1	7	6	0	3	1	1	2	3	0	0	1	1	1	1	1	1	1	1	1	0
OG0009763	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1	3	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	1	1	1	1	1	1	1	1	0	1	1	2	1	0	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	2	1	1	1	0	1	1	1	1	1	1	1	1	7	1	1	1	1	1	3	3	1	1	1	1	1	1	1	2	0	1	1	1	0	1	1	1	0	3	0	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0009764	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	2	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	1	1	1	1	1	1	1	1	1	0	1	2	0	1	1	2	1	2	3	2	3	3	3	3	3	3	3	2	3	1	1	1	1	0	2	1	1	2	1	1	1	1	1	1	0	4	1	1	0	2	3	2	2	1	1	5	1	1	1	1	0	1	2	4	1	1	1	1	1	1	2	0	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	5
OG0009765	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	0	1	5	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	2	2	1	1	1	1	0	1	1	0	1	1	1	2	1	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	3	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	6	1	2	4	0	1	1	1	1	0	0	3	1	1	2	1	0	0	2	0	2	1	1	2	0	2	1	1	1	1	1	1	1	1	1	1	1
OG0009766	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2	1	1	0	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	4	2	4	1	1	1	1	2	1	1	1	1	0	0	1	1	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	0	6	0	0	1	1	1	1	1	1	0	1	1	1	1	2	0	1	10	0	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	0	2	1	0	2	2	0	1	1	1	1	1	1	1	1	1	1	0
OG0009767	1	1	1	1	2	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	3	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	3	2	3	1	0	1	2	2	1	1	1	1	1	1	2	1	1	1	2	1	3	4	4	4	3	4	3	4	4	3	4	3	1	2	1	1	0	3	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	0	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	2	3
OG0009768	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	0	1	1	1	1	1	0	1	3	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	3	2	3	2	2	2	3	3	3	3	2	1	2	3	1	2	1	1	1	1	2	0	1	1	1	1	1	1	1	2	3	1	1	0	1	1	2	4	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	2	2	0	1	1	1	2	3	1	1	2	1	1	1	1	1	1	1	0	2
OG0009769	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	0	1	2	1	1	2	1	1	1	1	3	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	3	1	1	1	1	1	1	1	2	2	1	3	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	2	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	4	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0009770	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	0	1	1	2	1	0	1	1	1	1	1	1	1	1	1	0	1	2	1	2	1	2	1	2	1	2	1	1	1	1	1	1	1	1	3	2	3	1	1	1	0	0	1	0	2	0	1	1	2	0	1	0	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	0	0	0	0	0	1	1	0	1	1	1	0	2	1	1	1	2	1	2	3	0	1	1	1	1	1	1	1	0	0	1	1	2	1	1	2	1	2	2	0	1	0	1	0	1	2	1	1	1	1	1	1	1	1	1	0
OG0009771	4	0	0	0	0	0	0	0	0	1	4	0	1	1	0	1	1	1	0	1	2	0	2	0	4	0	16	2	0	2	0	0	0	0	4	0	5	0	0	3	1	1	1	0	2	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	1	2	0	0	0	0	0	1	1	0	1	0	0	2	5	2	0	0	0	0	5	0	0	0	0	1	0	0	1	0	0	0	2	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1	3	5	0	0	2	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OG0009772	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	1	1	1	1	1	1	1	1	1	1	0	2	1	1	0	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	1	1	0	1	1	1	1	1	1	1	0	2	1	1	0	2	1	1	1	0	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	0	1	1	1	2	2	1	1	1	2	2	1	2	2	2	2	6	1
OG0009773	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	3	1	1	1	3	1	1	0	1	4	0	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	2	3	1	1	1	0	0	0	1	1	1	1	1	2	0	2	1	2	0	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	0	0	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	2	0	1	1	1	1	1	1	2	0	0	1	1	1	1	1	1	0	2	0	0	1	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0009774	1	1	1	1	2	1	1	1	1	1	2	1	1	1	0	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	0	1	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	2	0	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0009775	2	1	1	1	2	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	0	1	4	1	2	1	2	1	1	1	1	1	0	1	1	1	1	2	1	3	2	2	1	1	1	1	0	1	1	1	1	2	1	0	1	1	0	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	2	1	0	2	1	0	1	1	1	1	1	1	0	2	1	1	0	2	1	1	3	0	1	1	1	1	1	1	2	0	1	1	1	0	1	1	0	0	2	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0009776	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	3	1	2	1	0	1	1	1	1	1	1	1	1	1	1	2	1	3	2	3	1	1	1	1	2	1	2	2	1	1	1	5	2	1	0	3	1	3	3	2	3	4	3	4	4	3	3	3	3	1	2	1	1	2	1	1	1	0	2	1	2	1	1	2	0	1	1	1	1	1	2	1	1	1	1	1	1	1	0	1	5	1	1	1	1	2	1	2	3	2	4	2	1	1	3	2	1	0	1	1	1	1	1	1	1	1	1	1	1
OG0009777	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	0	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1	2	1	1	1	1	1	0	1	4	1	1	1	2	1	4	5	5	5	5	5	5	5	4	4	5	5	1	3	1	1	1	0	2	1	1	1	1	1	2	1	1	1	2	1	1	0	3	1	4	5	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	0	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	14	1
OG0009778	1	1	1	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	0	2	1	4	1	1	1	1	1	1	1	1	1	1	2	1	3	2	2	1	1	1	1	1	1	1	0	1	2	1	2	1	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	5	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1
OG0009779	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	3	0	2	1	3	1	1	1	1	1	2	1	1	1	1	1	1	3	2	3	1	1	1	0	0	1	1	1	1	1	1	3	0	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	0	0	0	0	0	0	1	1	2	1	1	0	1	1	1	2	2	5	2	2	0	2	1	1	1	1	2	1	0	0	1	1	1	1	2	1	0	2	0	0	1	0	2	0	1	1	2	1	1	1	1	1	1	1	1	1
OG0009780	1	2	1	1	2	1	1	1	1	1	2	1	0	1	1	0	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	4	1	5	1	1	1	2	1	2	1	1	1	1	1	3	1	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	0	1	0	0	3	1	1	0	1	2	1	2	1	1	1	1	6	1	2	4	2	0	1	1	1	1	1	2	1	1	1	1	0	1	1	3	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1
OG0009781	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	3	1	1	2	1	1	1	2	1	1	0	1	3	1	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	0	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	2	1	2	1	1	0	1	1	1	2	1	1	0	2	1	1	1	3	1	4	4	1	2	1	1	2	3	2	3	1	1	1	1	1	1	1	1	1	2	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0009782	1	1	1	1	1	0	1	1	1	1	2	1	1	1	0	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	3	1	2	2	3	1	1	1	3	1	1	2	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	2	1	2	3	2	3	2	3	3	2	3	3	2	3	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	2	0	1	0	1	1	1	4	0	1	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	2	1	0	1	0	2	1	1	1	3	1	1	0	1	1	1	1	1	1
OG0009783	1	0	1	1	4	2	2	2	1	1	2	1	1	1	0	1	1	1	1	1	2	1	1	4	2	0	1	2	1	1	0	1	3	0	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	0	0	0	2	1	0	0	0	0	1	1	0	1	1	1	0	1	2	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	0	0	0	0	1	2	1	0	1	1	0	2	1	1	1	4	1	1	3	0	1	1	1	1	1	1	2	0	0	1	1	1	1	0	1	0	2	1	0	1	0	3	0	0	0	1	1	1	1	1	1	1	1	1	0
OG0009784	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	3	3	1	1	2	1	2	1	2	1	2	0	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	2	0	1	2	1	1	1	1	1	1	1	1	2	1	7	1	1	3	2	1	1	3	1	1	1	1	1	1	1	1	1	4	1	1	1	1	0	1	1	2	1	1	0	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1
OG0009785	1	1	1	1	2	1	1	1	1	1	2	1	1	0	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	1	1	1	1	3	1	1	2	1	1	1	2	1	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	7	1	7	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	4	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0009786	1	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	0	1	3	0	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	4	3	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	2	1	1	1	0	1	0	1	1	1	1	1	1	1	2	1	2	1	12	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	3	2	1	1	1	2	1	1	1	1	1	1	1	1
OG0009787	1	1	1	1	2	1	1	1	1	1	2	1	1	1	0	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	0	1	3	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	3	2	2	1	1	1	0	1	1	1	1	0	1	1	2	1	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	1	1	0	0	1	1	1	1	1	1	0	2	1	1	0	2	1	2	3	1	1	1	1	1	1	1	2	0	1	1	1	0	2	0	1	1	2	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0009788	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	0	1	3	1	2	1	2	1	1	1	0	1	1	1	1	1	1	1	1	4	2	3	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	6	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	1	1	0	2	1	3	1	3	1	1	1	1	1	1	1	1	2
OG0009789	1	1	1	1	2	0	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	2	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	3	3	3	2	3	2	3	3	3	3	1	2	1	3	0	1	1	1	0	1	1	1	0	1	1	0	1	2	2	1	2	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	2	1	2	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0009790	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	0	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	2	1	1	2	1	1	1	1	1	1	0	1	1	3	1	3	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	2	1	2	2	0	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	0	3	2	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0009791	3	0	1	0	2	1	1	3	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	4	1	0	1	0	1	1	0	0	3	1	2	0	2	3	3	1	1	1	1	0	1	1	2	0	4	0	0	0	2	1	0	0	0	1	1	1	1	1	1	2	0	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	4	1	0	1	0	1	1	1	0	1	0	2	0	0	1	1	0	1	1	2	0	2	1	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0
OG0009792	2	1	0	1	0	0	0	2	0	1	0	1	1	1	1	2	1	1	1	1	1	0	1	2	1	1	1	2	1	2	2	1	3	1	1	1	2	1	2	1	1	1	3	2	1	1	1	1	1	3	2	2	1	1	1	3	11	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	1	0	0	1	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	2	3	3	0	0	3	1	0	0	8	6	1	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	1	0
OG0009793	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	1	1	1	1	3	1	1	1	1	1	1	2	1	1	3	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	6	1
OG0009794	2	1	1	0	3	1	1	1	1	0	2	1	1	1	0	1	1	1	1	1	2	0	1	1	1	1	1	2	1	2	0	1	3	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	3	2	3	1	1	1	0	0	1	1	1	0	1	1	2	0	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	0	0	0	0	1	1	1	1	1	1	0	2	1	1	0	2	1	2	2	0	1	1	1	1	1	1	2	0	0	1	0	0	1	1	1	0	2	1	0	1	0	2	0	1	0	1	1	1	1	1	1	1	1	3	0
OG0009795	1	1	1	1	2	1	1	1	1	1	2	1	1	0	0	1	2	1	1	1	3	1	1	1	1	1	1	2	1	1	0	1	3	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	2	1	1	1	1	0	2	2	1	1	1	1	0	3	1	1	1	1	1	1	6	1	2	2	1	1	1	1	1	0	1	1	1	1	1	2	0	1	2	2	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0009796	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	0	1	3	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	1	1	1	0	0	1	1	1	1	1	1	3	0	1	1	2	1	3	4	3	3	3	3	3	3	3	3	3	3	1	3	1	1	1	0	0	0	0	1	1	1	1	1	1	1	2	1	1	0	2	1	1	3	0	1	0	1	1	1	1	2	0	0	1	2	1	1	1	2	0	2	0	0	1	0	2	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0009797	2	1	1	0	3	2	2	1	1	1	3	2	1	1	1	1	2	1	1	1	1	1	1	1	1	0	1	2	1	1	0	1	3	2	2	1	2	1	1	1	0	1	1	1	1	1	1	1	1	0	1	3	1	1	0	0	0	1	0	1	1	1	1	2	1	1	1	3	2	3	3	3	3	3	3	3	3	3	3	3	3	1	3	1	1	2	0	0	0	0	1	2	1	2	1	1	0	2	1	1	0	2	1	1	1	0	1	1	1	1	1	1	2	0	0	0	3	0	1	1	2	0	2	0	0	1	3	2	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0009798	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	0	2	0	1	1	2	1	1	2	1	3	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1	1	3	1	1	1	1	0	1	3	1	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	2	1	0	1	1	1	1	1	2	1	1	2	1	1	1	2	1	3	5	1	2	1	1	2	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1
OG0009799	2	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	0	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	3	2	2	1	1	1	1	1	3	1	1	0	1	1	2	1	1	2	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	0	1	1	1	1	1	0	1	2	1	2	1	1	1	3	1	1	0	1	1	1	4	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	2	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2
OG0009800	1	1	1	0	2	1	1	1	1	1	1	1	0	1	1	0	0	1	1	2	2	1	1	3	1	1	2	1	3	1	1	1	3	1	0	1	2	1	1	0	2	1	1	1	1	1	1	0	1	3	2	3	2	1	1	2	16	0	1	1	0	1	1	2	5	1	0	3	1	2	2	2	2	3	2	2	2	2	2	2	2	1	2	1	1	0	0	6	0	0	0	1	0	1	1	1	0	1	1	1	5	3	1	1	5	1	1	1	0	0	0	1	1	1	11	1	0	3	1	1	1	0	2	0	6	1	8	2	0	0	0	0	1	1	1	1	1	1	1	2	1
OG0009801	1	1	1	1	2	1	1	1	1	1	2	1	1	1	0	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	0	1	3	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	3	1	1	1	5	8	0	1	1	1	0	1	2	2	1	1	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	8	3	0	0	1	1	1	1	1	1	0	2	1	1	3	2	1	1	1	0	1	2	1	1	1	1	1	1	3	0	1	3	1	4	1	8	2	1	3	1	11	1	30	1	1	1	1	1	1	1	1	1	1	1	1
